Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2009-08-25,22.2932,22.9879,22.1037,22.7984,3808700.5858891
2009-08-26,22.607,23.0523,21.9232,22.1063,2947872.1978856
2009-08-27,22.4701,23.4169,22.2624,22.4202,7470230.842934
2009-08-28,22.9254,23.3416,22.4202,22.4202,3074895.4089709
2009-08-31,22.2942,22.6714,22.1644,22.2942,1531617.5881791
2009-09-01,22.4809,22.7974,21.9504,22.4809,2030259.8553359
2009-09-02,22.0983,22.1627,21.0189,21.0189,4512439.4533146
2009-09-03,21.3836,21.4407,20.3995,20.3995,5297969.75289
2009-09-04,20.6517,20.8285,20.2154,20.336,2327690.0611833
2009-09-07,20.5881,20.9047,20.3995,20.5565,2510510.3797048
2009-09-08,20.7523,20.7768,20.2789,20.3995,3182813.4805307
2009-09-09,20.336,20.7723,20.2091,20.5565,5207914.1653328
2009-09-10,20.9926,21.0307,19.8318,19.8908,3006068.611815
2009-09-11,20.21,20.327,19.5788,19.6105,2761392.2753885
2009-09-14,19.3892,19.5453,18.914,19.2341,4240579.0625301
2009-09-15,19.5072,19.8663,19.0383,19.3829,3635219.4796826
2009-09-16,19.6368,19.9433,19.5924,19.8908,3078913.365249
2009-09-17,20.3343,20.3995,19.9624,20.3343,4377390.2532753
2009-09-18,20.2036,20.7125,20.0931,20.4639,8431322.8973155
2009-09-21,20.7125,21.2521,20.6009,20.8086,5019859.6979495
2009-09-22,21.0898,22.4247,20.9401,22.0148,8039116.7771198
2009-09-23,22.3331,22.8945,22.2496,22.6469,6967526.5146003
2009-09-24,22.6714,23.4205,22.5408,22.7957,7550939.499819
2009-09-25,22.607,22.8256,22.3395,22.5581,6540022.1412951
2009-09-28,22.6642,22.9254,22.4093,22.4093,3257657.2885015
2009-09-29,22.5091,22.6642,21.633,21.633,6619319.4414194
2009-09-30,21.7817,22.5363,21.584,21.8525,9286213.6633219
2009-10-01,22.4011,22.9254,21.7609,21.7609,13092330.804765
2009-10-02,22.1627,22.5154,21.5341,22.2968,11798436.415722
2009-10-05,22.2197,22.2896,21.8098,22.0919,2964704.8325019
2009-10-06,22.1699,23.3063,22.1699,23.0169,3302629.9511567
2009-10-07,22.9816,23.0087,22.3395,22.3395,3328789.6692407
2009-10-08,22.5091,22.6841,22.1627,22.5508,5529015.470351
2009-10-09,22.5154,23.0024,22.4093,22.5798,4979200.4943942
2009-10-12,22.5861,22.7848,22.4093,22.6569,5102653.4139239
2009-10-13,22.6569,22.6768,22.2679,22.5018,5141573.7818451
2009-10-14,22.5154,23.4332,22.4456,23.4332,10117686.933325
2009-10-15,23.4332,23.7443,22.9879,23.221,5260243.525103
2009-10-16,23.1503,23.7089,23.1503,23.4332,4181656.0203935
2009-10-19,23.4686,24.7039,23.4332,24.5261,3974278.0942358
2009-10-20,24.7746,25.1065,24.5977,24.7039,3440297.8795606
2009-10-21,24.7039,24.916,24.0898,24.7818,3546836.5704113
2009-10-22,24.6603,25.3387,24.3855,25.0566,2717947.8474758
2009-10-23,25.4022,25.4657,25.2262,25.4094,2635621.6434284
2009-10-26,25.1909,25.5146,24.7383,24.7383,2466779.2699501
2009-10-27,24.5633,24.5633,24.069,24.351,2050085.0073338
2009-10-28,24.2803,24.351,23.7443,23.913,4379975.9029658
2009-10-29,23.6527,25.2679,23.1503,24.916,7505590.8429019
2009-10-30,24.8735,25.6434,24.4345,24.4916,5703125.0713651
2009-11-02,24.4562,24.7891,24.118,24.6331,4542700.9269844
2009-11-03,24.5633,24.5633,23.5185,23.6455,5502223.9495921
2009-11-04,24.0608,24.5977,24.0545,24.5977,2458489.754226
2009-11-05,24.351,25.4094,24.2803,25.4094,6120484.2153304
2009-11-06,25.3877,25.5146,24.5841,25.0703,4711856.445244
2009-11-09,25.4022,26.0451,25.1972,26.0451,3761162.1207479
2009-11-10,25.6924,26.4751,25.579,26.0805,2229179.5645316
2009-11-12,26.0805,26.3762,25.5354,26.3762,3640987.2978195
2009-11-13,26.0451,26.5386,25.8965,26.4823,3248664.299642
2009-11-16,26.8496,27.7384,26.8496,27.7384,3336209.2158366
2009-11-17,27.5271,27.7457,27.216,27.3158,2365990.7552768
2009-11-18,27.4564,27.5189,26.5041,26.68,2275816.0844929
2009-11-19,26.4679,26.5313,25.5926,25.6924,5141161.4010416
2009-11-20,25.8683,26.5104,25.677,26.1223,2590654.4938856
2009-11-23,26.6083,27.3158,26.3553,27.1816,2726955.1704275
2009-11-24,27.1743,27.1743,26.4751,26.8143,3806455.6465417
2009-11-25,26.8278,27.09,26.193,26.193,1381690.7031616
2009-11-26,26.2638,26.271,25.7976,25.7976,3896891.6388508
2009-11-27,25.1337,26.1857,24.6331,26.1504,4563465.5133262
2009-11-30,26.5676,26.8143,26.397,26.5386,2637519.256698
2009-12-01,26.6583,27.0528,26.5386,26.8143,5186456.0294578
2009-12-02,26.8913,27.0963,26.7091,26.8215,4701979.153164
2009-12-03,27.1743,27.3857,26.7581,26.8841,2121871.2431973
2009-12-04,26.856,27.5897,26.5386,27.5271,2891674.8384931
2009-12-07,27.3158,27.5271,26.9621,27.5271,916036.69504113
2009-12-08,27.3857,27.6468,26.7853,26.7853,2097648.8327918
2009-12-09,26.68,26.7779,25.7694,25.7694,6163788.6101895
2009-12-10,26.0724,26.2638,25.7622,26.0451,4095703.2910445
2009-12-11,26.3626,26.5386,25.7622,26.2221,3438861.1624831
2009-12-14,26.5957,26.7581,26.4679,26.7091,1450140.403433
2009-12-15,26.5748,26.5748,26.2638,26.4679,2485128.0104617
2009-12-16,26.4823,26.7853,26.2918,26.3128,1624361.3693164
2009-12-17,26.2221,26.3055,25.833,26.1857,3094057.8848648
2009-12-18,25.9881,26.7581,25.9881,26.7581,7689305.388246
2009-12-21,26.7853,27.1743,26.6165,27.041,2420549.61768
2009-12-22,27.1743,27.4002,26.9621,27.1743,1960031.6250215
2009-12-23,27.1743,27.3158,26.856,27.0328,1299382.1410736
2009-12-28,27.5063,27.5189,27.3366,27.421,1997352.0877398
2009-12-29,27.421,27.4564,26.8696,26.9067,5399716.4464891
2009-12-30,26.9067,26.9911,26.4334,26.4679,1916190.2530199
2009-12-31,26.6727,26.8215,26.5168,26.8215,1230429.6449562
2010-01-04,26.7499,27.3221,26.7499,27.3013,1362687.0049033
2010-01-05,27.4564,27.7611,27.2097,27.2097,3285134.6404364
2010-01-06,27.2723,27.3575,27.0473,27.3439,1294452.3160134
2010-01-07,27.1453,27.3158,26.8215,27.2097,2255421.9793008
2010-01-08,27.421,27.5126,27.0328,27.2795,2068031.290644
2010-01-11,27.2795,27.5697,27.2795,27.4564,2691060.3985621
2010-01-12,27.3929,27.4491,27.138,27.2441,2663058.1983318
2010-01-13,27.0328,27.4491,26.8632,27.3158,1381103.0053854
2010-01-14,27.4491,27.4564,27.1816,27.3158,4639166.0589557
2010-01-15,27.3013,27.421,27.1453,27.2306,4105539.7860931
2010-01-18,27.3013,27.4564,27.1942,27.4564,1083211.9033458
2010-01-19,27.4564,28.2327,27.4137,28.2327,7376572.9877696
2010-01-20,28.2327,28.7488,28.1629,28.4449,3591421.1099572
2010-01-21,28.4449,28.6282,28.0985,28.5501,3226120.0806348
2010-01-22,27.957,28.2671,27.8872,28.0558,5195003.5588398
2010-01-25,28.0985,28.5501,27.9787,28.4087,7048135.9354631
2010-01-26,28.1974,28.3243,27.6686,27.81,7186957.2069699
2010-01-27,27.81,28.1556,27.7384,27.81,3263550.8055999
2010-01-28,28.2327,28.3107,27.81,27.831,3343153.5321482
2010-01-29,27.8074,27.9325,27.5271,27.7049,3288722.5739515
2010-02-01,27.5271,27.7039,27.4564,27.5271,2004806.9182547
2010-02-02,27.7039,27.7039,27.3929,27.5271,2666263.5218501
2010-02-03,27.7039,27.9144,27.5063,27.8019,2472604.4244554
2010-02-04,27.7946,27.7946,26.3263,26.3263,3276060.0575141
2010-02-05,25.7622,25.9744,24.7464,24.7464,4857208.5496364
2010-02-08,25.0566,25.648,24.8236,24.8236,4001145.6959451
2010-02-09,25.3043,25.5645,25.1972,25.2334,3657776.9301594
2010-02-10,25.4094,25.8538,25.2679,25.4802,3964756.9492134
2010-02-11,25.6924,25.7549,24.7946,24.859,2297447.3320955
2010-02-12,25.4022,25.7404,25.2679,25.6208,3759664.7594346
2010-02-15,25.833,27.0328,25.6924,26.9267,5498851.0274585
2010-02-16,27.0473,27.3439,26.3481,26.5168,2995303.7086473
2010-02-17,27.1035,27.1317,26.7499,26.9557,2444437.9334773
2010-02-18,26.5041,26.7436,25.9808,26.1577,3883425.3106333
2010-02-19,25.9037,26.5104,25.7694,26.0451,1450380.7751313
2010-02-22,26.5249,26.5521,26.1087,26.1857,906500.1133042
2010-02-23,26.1141,26.2556,25.6434,25.6434,1746645.5090287
2010-02-24,25.6362,25.8683,25.4584,25.4865,1193874.4022317
2010-02-25,25.5645,25.6924,24.7383,25.0358,8842032.1251685
2010-02-26,25.0993,25.9744,24.985,25.9464,4474339.4365106
2010-03-01,26.1141,26.3898,25.7549,26.2556,1251142.4080419
2010-03-02,26.1785,27.1598,25.7831,26.6383,4266586.6187134
2010-03-03,26.7853,27.0746,26.2918,26.6083,1947945.7801356
2010-03-04,26.602,27.0193,26.3481,26.8215,2030783.6010088
2010-03-05,26.8913,27.0256,26.6937,26.8215,1484663.5129466
2010-03-08,27.0119,27.0746,26.7499,27.0328,2212898.2411499
2010-03-09,26.9621,26.9621,26.5748,26.9267,1891801.3466215
2010-03-10,26.7154,27.1534,26.68,26.9267,1341722.8438946
2010-03-11,26.8215,27.061,26.5104,26.68,2462389.7298999
2010-03-12,26.7853,27.295,26.7217,26.8995,3574951.2381334
2010-03-15,26.7925,27.11,26.7925,26.9621,5699945.1081637
2010-03-16,26.9694,27.5833,26.8995,27.5761,3152718.5028538
2010-03-17,27.8799,28.2327,27.7039,27.9506,3266855.3651404
2010-03-18,27.9506,28.2264,27.6115,27.9851,3281699.9714445
2010-03-19,28.0214,28.3034,27.4564,28.0921,9291717.9546886
2010-03-22,28.0558,28.0558,27.2097,27.421,3290493.3856372
2010-03-23,27.5189,27.81,27.3857,27.81,3298263.5661783
2010-03-24,27.8799,28.0921,27.4491,27.4564,1971060.0549594
2010-03-25,27.7674,28.3315,27.626,28.3315,2496253.4711768
2010-03-26,27.9506,28.3733,27.8799,28.2971,2464020.5085319
2010-03-29,28.0985,28.3733,27.8508,27.9506,1243449.4110737
2010-03-30,28.0921,28.2327,27.957,28.2191,1421916.5760864
2010-03-31,27.8962,28.2635,27.8962,28.1974,3702279.8756426
2010-04-01,28.2327,29.574,28.1974,29.574,5663214.5484665
2010-04-06,29.5386,29.9967,29.4679,29.9967,3307632.5492999
2010-04-07,29.6439,29.9967,29.5605,29.9967,3290447.0754934
2010-04-08,29.5096,29.7509,29.3972,29.5024,3437218.2550038
2010-04-09,29.5096,29.9967,29.4961,29.6022,3539893.3567221
2010-04-12,29.9831,29.9831,29.5386,29.9269,1706126.338527
2010-04-13,29.9269,30.2089,29.6022,30.061,3141909.4947873
2010-04-14,29.9903,30.8238,29.9269,30.7167,4489612.9629553
2010-04-15,31.1984,31.2111,30.3857,30.9779,5361997.9370595
2010-04-16,30.8727,30.9779,30.568,30.773,4852805.7781165
2010-04-19,29.9269,30.2724,29.6802,30.0048,2602584.8690033
2010-04-20,30.0048,30.5617,30.0048,30.5617,3057450.8188842
2010-04-21,30.7032,30.7594,29.7146,29.7146,1951925.1446273
2010-04-22,29.828,30.1464,28.7614,28.8675,6232894.3708301
2010-04-23,28.9773,29.2575,28.6753,28.8666,4708459.2654161
2010-04-26,29.2204,29.5305,29.2067,29.4679,4432124.4326512
2010-04-27,29.292,29.5668,28.8748,28.9736,1472365.9645465
2010-04-28,28.7261,29.0653,28.3533,28.4167,1759021.343624
2010-04-29,28.4876,29.9269,28.4576,29.7781,4737091.0630763
2010-04-30,30.3495,30.88,30.0121,30.1382,3862300.1667441
2010-05-04,30.7032,30.773,28.6635,28.7124,3241444.327713
2010-05-05,28.7124,28.9319,27.9996,28.3161,4925030.8577227
2010-05-06,28.2671,28.7197,27.9642,28.3878,4387623.6924129
2010-05-07,27.5271,28.0558,27.1743,27.1743,8029218.5352129
2010-05-10,28.649,29.292,28.5148,29.2702,2818040.607371
2010-05-11,28.9392,29.0516,28.6072,28.8675,2250258.3982771
2010-05-12,28.9029,29.1369,28.1747,28.9392,4435259.1883314
2010-05-13,29.1079,29.4679,28.7333,28.7977,3002573.2985874
2010-05-14,28.6698,28.8258,28.2191,28.2391,3785438.5596544
2010-05-17,28.1974,28.9946,28.1974,28.9392,3174405.9842023
2010-05-18,29.0798,29.3972,29.0798,29.292,3951901.4738439
2010-05-19,28.7977,29.1505,28.0921,28.3388,6653378.3468734
2010-05-20,28.5855,28.9392,27.2441,27.2441,3239522.456749
2010-05-21,27.3857,27.9361,27.1743,27.5271,5028698.3196634
2010-05-24,27.8164,28.0214,26.9412,27.3775,2899748.2402132
2010-05-25,26.8496,26.8496,26.1141,26.4679,3446699.7056173
2010-05-26,26.9267,28.2264,26.8995,28.2264,10546022.683972
2010-05-27,27.8944,28.4014,27.6387,28.2327,2082553.9311871
2010-05-28,28.5148,28.9392,28.0921,28.9392,3434177.2222335
2010-05-31,28.7269,29.0815,28.6535,29.0815,2082646.5514746
2010-06-01,28.522,28.7124,28.2327,28.4794,3347943.3241548
2010-06-02,28.5148,28.5148,27.9361,28.2327,4302383.2571791
2010-06-04,28.5148,28.5148,26.5521,26.8278,6022840.3799395
2010-06-07,26.8278,26.8913,26.1223,26.4679,7607154.5011711
2010-06-08,26.8215,26.8423,26.2556,26.6083,3438157.6893476
2010-06-09,26.7154,27.167,26.5386,26.8143,4601399.0341374
2010-06-10,26.8913,27.548,26.6083,27.5271,2697389.4515358
2010-06-11,27.7239,27.7239,26.7154,27.1035,2395501.343045
2010-06-14,27.421,27.5833,27.0328,27.0328,1526371.3104701
2010-06-15,27.0328,27.4564,26.9621,27.1743,1384972.1076302
2010-06-16,27.626,27.6332,27.0328,27.2097,2208865.9507797
2010-06-17,27.2024,27.2024,26.397,26.4334,5162174.077439
2010-06-18,26.4334,26.7998,25.7694,26.0451,7652915.5388918
2010-06-21,26.4679,26.7925,26.4679,26.6438,5244953.4593213
2010-06-22,26.5041,26.9485,26.4052,26.8696,5296598.0905382
2010-06-23,26.6238,26.8496,26.4261,26.651,3623609.9677034
2010-06-24,26.6165,26.7499,26.2556,26.6438,1943583.805647
2010-06-25,26.7091,27.2441,26.4823,26.9974,3899981.1870098
2010-06-28,26.9694,27.1534,26.729,26.8215,1871294.7739376
2010-06-29,26.6083,26.6438,26.0451,26.0805,4119869.467704
2010-06-30,26.1286,26.3273,25.4367,25.7241,5215985.361808
2010-07-01,25.6561,25.9881,25.3043,25.5146,2446008.0678735
2010-07-02,25.6561,26.0089,25.2334,25.9037,2278962.9690202
2010-07-05,25.9037,25.9391,25.7694,25.882,779737.12112167
2010-07-06,25.9037,26.6438,25.882,26.6438,2286313.0504006
2010-07-07,26.3263,26.4334,25.9037,26.4334,2847201.6638165
2010-07-08,26.729,26.8215,26.3263,26.3898,3315621.0490899
2010-07-09,26.4261,26.4605,26.0451,26.397,1938975.9463479
2010-07-12,26.3263,26.7499,26.2148,26.68,4032801.9870386
2010-07-13,26.68,27.3929,26.68,27.1743,6069350.0983169
2010-07-14,27.4564,27.6332,27.421,27.5897,3041643.6231644
2010-07-15,27.5271,27.8019,27.4564,27.597,2711860.2688228
2010-07-16,27.5416,27.6813,27.2306,27.2586,1727811.6146306
2010-07-19,27.1035,27.4491,26.9974,27.1598,3254041.7894247
2010-07-20,27.1816,27.3076,26.651,26.807,3356102.7304276
2010-07-21,26.9621,27.3158,26.9267,27.1035,6135578.0143126
2010-07-22,26.9911,27.6197,26.8913,27.5271,2524024.1206885
2010-07-23,27.7039,28.2327,27.5625,28.0214,4210266.8682267
2010-07-26,28.3733,28.9029,28.2391,28.9029,4539761.3354813
2010-07-27,28.9528,29.0798,28.7614,28.9029,4022945.6447856
2010-07-28,28.9528,29.0444,28.1629,28.3388,2324817.7296508
2010-07-29,28.3388,28.5429,28.0558,28.0985,2105964.8114552
2010-07-30,28.1528,28.1528,27.2632,27.6677,3355314.3553621
2010-08-02,27.9144,28.9528,27.81,28.9528,2968353.4102528
2010-08-03,28.9029,29.2766,28.6698,28.9392,3534081.4336865
2010-08-04,28.7905,29.1079,28.5301,29.0018,1579748.1615863
2010-08-05,28.7261,29.0798,28.5148,28.8675,2033749.6554512
2010-08-06,28.9237,29.2204,28.5501,28.7687,1392529.4820347
2010-08-09,28.8675,29.0653,28.6698,28.6698,1582531.1806988
2010-08-10,28.6145,28.6345,27.8944,27.9933,2558518.562018
2010-08-11,27.9144,27.9144,27.6686,27.6686,1999052.3315874
2010-08-12,27.597,27.8727,27.3158,27.7384,1857156.9486363
2010-08-13,27.8872,27.9715,27.1035,27.1035,2302968.1627993
2010-08-16,27.4491,27.5271,27.0827,27.5271,1446508.3650191
2010-08-17,27.5189,28.3805,27.3503,28.0214,2447252.9286414
2010-08-18,28.2264,28.4794,27.9071,28.3805,2474124.9408406
2010-08-19,28.4876,28.8675,27.4627,27.7384,4079946.8159583
2010-08-20,27.7384,27.7384,27.1743,27.5126,1753357.1719993
2010-08-23,27.6686,27.7729,27.4564,27.6686,2638239.2691705
2010-08-24,27.5126,27.5271,26.7499,26.8215,4059353.1360992
2010-08-25,26.8913,27.0963,26.4334,26.4679,2765262.4802558
2010-08-26,26.5467,26.9067,26.5467,26.6165,4047241.9308965
2010-08-27,26.807,27.1035,26.5386,27.1035,3267798.1073517
2010-08-30,27.187,27.3158,26.7154,26.856,1432200.7358575
2010-08-31,26.7834,26.9829,26.2248,26.8949,3671206.8718354
2010-09-01,26.8913,26.8913,26.4261,26.8632,5722223.5951558
2010-09-02,27.2868,27.5897,27.1172,27.3503,3276907.974193
2010-09-03,27.4564,27.597,27.2723,27.3575,1945629.1703276
2010-09-06,27.4537,27.6314,27.3793,27.6087,907761.51340907
2010-09-07,27.421,28.1629,27.421,28.0069,3636034.3176874
2010-09-08,27.9099,28.6535,27.8962,28.6535,3061918.6451298
2010-09-09,28.5148,28.7977,28.4167,28.6562,1467855.1360246
2010-09-10,28.5148,28.7488,28.0921,28.5918,3162924.3764296
2010-09-13,29.1505,29.4262,29.1152,29.1505,9284077.8835989
2010-09-14,29.1859,29.292,28.7261,28.8675,6278091.968469
2010-09-15,28.9392,29.0245,28.6925,28.9392,6250525.3041142
2010-09-16,28.7642,28.9338,28.6916,28.6979,4502684.5523288
2010-09-17,28.7905,29.2848,28.7052,29.2848,11369984.889715
2010-09-20,29.292,29.574,28.9447,29.574,2897778.9564831
2010-09-21,29.6094,30.568,29.5795,30.4774,7466934.0017508
2010-09-22,30.3577,30.6678,30.2651,30.6678,4291300.7987402
2010-09-23,30.6678,30.9562,30.3495,30.6605,9114524.3186279
2010-09-24,30.392,32.1143,30.3495,32.1143,8129291.4479037
2010-09-27,31.7969,32.3828,31.4586,31.4586,3721183.2352562
2010-09-28,31.1829,31.5847,30.5907,30.773,5021337.2120584
2010-09-29,30.9653,31.5321,30.812,30.8337,4164809.0516851
2010-09-30,30.8337,31.1947,30.7014,31.0841,5322728.0378155
2010-10-01,30.9952,31.6355,30.9952,31.4813,4718320.018159
2010-10-04,31.3734,31.7534,31.2681,31.7534,3581096.1531547
2010-10-05,31.4078,32.3864,31.4078,32.3646,1979800.5432735
2010-10-06,32.3265,32.4119,31.62,31.7616,4205350.2746361
2010-10-07,31.7679,32.4454,31.3997,31.9666,8070996.9005745
2010-10-08,31.9384,32.0781,31.4668,31.5484,5359670.3010268
2010-10-11,31.5847,31.7616,31.1267,31.4795,1868184.2759517
2010-10-12,31.4741,31.7606,31.1276,31.5847,2272085.9126792
2010-10-13,31.8195,32.4608,31.6427,32.3275,4872530.5914697
2010-10-14,32.4454,32.8871,32.3936,32.6739,6941313.8706378
2010-10-15,32.6821,32.6876,32.3646,32.3646,2671672.9876844
2010-10-18,32.4671,33.0793,32.4671,32.8943,3663986.8999065
2010-10-19,32.9986,33.4167,32.313,32.4671,5936960.4236735
2010-10-20,32.6522,32.8353,32.0998,32.5424,2173410.0226571
2010-10-21,32.9469,33.8602,32.7547,33.8602,4667353.4997607
2010-10-22,33.5364,33.6462,33.2117,33.6462,2697163.4139296
2010-10-25,33.5364,33.9327,33.1301,33.1301,2930510.3044841
2010-10-26,32.8272,32.9097,32.313,32.6876,2894369.647808
2010-10-27,32.7474,33.4911,32.4671,33.2779,6048398.0661553
2010-10-28,33.2779,33.4911,32.8662,32.8726,1952997.9962899
2010-10-29,33.053,33.2562,32.469,33.131,2866185.5148704
2010-11-02,33.2562,33.9409,33.1382,33.7931,3492525.7980637
2010-11-03,33.8602,33.9183,33.6462,33.6462,1920196.0804508
2010-11-04,33.8602,34.5957,33.7931,34.4632,5431413.534614
2010-11-05,34.4552,34.6103,33.8883,34.0869,2462364.3695831
2010-11-08,34.1612,34.4851,33.6815,34.0507,1859036.9199464
2010-11-09,33.9038,34.0126,33.638,33.6897,4291888.4965163
2010-11-10,33.8665,33.8956,33.2117,33.3442,3511652.9900385
2010-11-12,32.4671,33.7931,32.4671,33.7931,2726214.2081281
2010-11-15,33.7196,33.8665,33.2398,33.4312,1990494.8786032
2010-11-16,33.2916,33.3505,32.4898,33.0186,2972693.3322919
2010-11-17,32.7402,32.9831,32.2459,32.7619,3356549.2925277
2010-11-18,33.0929,33.1301,32.4671,32.5342,3154645.8869301
2010-11-19,32.703,32.7547,31.4369,31.592,4405396.8639954
2010-11-22,31.8051,31.9157,30.9281,31.1431,5273502.5602963
2010-11-23,31.1058,31.3997,30.3331,31.1276,5991042.95317
2010-11-24,31.2528,32.1361,31.2165,32.0182,4818484.4485147
2010-11-25,32.0998,32.3212,31.8414,32.1361,1459737.6294057
2010-11-26,31.9601,32.0245,31.1503,31.8051,2262929.7356942
2010-11-29,31.7398,32.0245,31.0034,31.2165,1881034.2382089
2010-11-30,31.0686,32.1579,30.8845,31.6572,7107227.6788376
2010-12-01,32.0245,32.6667,31.8786,32.2903,2450855.1962486
2010-12-02,32.4826,33.0267,32.4753,32.7329,4477696.9219296
2010-12-03,33.005,33.0567,32.615,32.9831,1466066.6823795
2010-12-06,33.0186,33.3442,32.6222,33.3442,2066334.3546638
2010-12-07,33.1746,33.4693,32.7474,32.7691,1958852.9216018
2010-12-08,32.7691,33.0422,32.6222,32.8726,1879332.8917387
2010-12-09,32.8726,32.9831,32.3212,32.8435,6369367.0564773
2010-12-10,32.8499,33.0267,32.6585,32.8353,2812460.2350539
2010-12-13,32.858,33.2398,32.7991,32.8353,2823333.1952237
2010-12-14,32.7991,33.0567,32.6304,32.8726,2405095.2611503
2010-12-15,32.9831,33.1519,32.6522,33.1301,1701606.6890254
2010-12-16,32.7991,32.9025,32.4018,32.6821,3530171.5344103
2010-12-17,32.6739,32.9904,32.4309,32.9751,4750000.5669468
2010-12-20,32.7619,32.8943,31.952,31.952,3473243.1363206
2010-12-21,32.3936,32.41,31.9601,32.3212,2256714.2528348
2010-12-22,32.3212,32.3864,32.1951,32.2831,1604999.3187556
2010-12-23,32.1733,32.3864,32.0626,32.2105,837729.54989425
2010-12-27,32.2023,32.3429,31.8051,31.8051,728101.31088457
2010-12-28,31.8051,31.9384,31.5175,31.5175,1817396.3823935
2010-12-29,31.8051,32.313,31.592,32.313,1771884.5373508
2010-12-30,32.313,32.7402,32.1651,32.615,3570751.3491478
2010-12-31,32.6167,32.664,31.9167,31.9167,1373441.9844688
2011-01-03,32.0699,32.3791,31.8786,31.952,1586305.4574112
2011-01-04,32.1651,32.1951,31.2382,31.2963,3563394.6520327
2011-01-05,31.2673,31.2673,30.3404,30.7014,9045755.9604629
2011-01-07,30.5164,30.5164,29.5296,29.6321,9646397.4217643
2011-01-10,29.6856,29.8905,29.2793,29.7364,12570058.235469
2011-01-11,30.0601,30.1037,29.6475,29.8316,10229640.603123
2011-01-12,29.8398,30.4728,29.78,30.1617,10743078.961195
2011-01-13,30.4429,30.4429,30.1336,30.3694,7755732.8789087
2011-01-14,30.325,30.4221,30.1264,30.4057,6737978.1584526
2011-01-17,30.3912,30.4501,30.09,30.4057,3282068.2473493
2011-01-18,30.6342,31.5847,30.5744,31.5847,5519668.5396788
2011-01-19,31.7679,32.2386,31.5847,31.5847,3912330.5586659
2011-01-20,31.2881,31.8786,31.1793,31.3925,3716556.6313751
2011-01-21,31.6065,31.7398,31.3045,31.4287,2574043.4863856
2011-01-24,31.4441,31.6572,30.7739,31.2001,2211746.0006695
2011-01-25,31.5103,31.5766,30.7739,30.7739,3731883.0836983
2011-01-26,30.782,31.2673,30.715,31.1358,2322385.3444836
2011-01-27,31.0686,31.3706,30.6633,31.1058,2844913.7221927
2011-01-28,30.7739,31.1276,30.4574,30.6197,2398681.3062464
2011-01-31,30.3676,30.8038,30.0792,30.296,5855648.6322978
2011-02-01,30.6633,31.0179,30.656,30.7893,2849204.0262207
2011-02-02,31.2301,31.6654,31.1503,31.1793,3018597.7109336
2011-02-03,31.2881,31.5992,31.1721,31.2881,1855415.9077572
2011-02-04,31.3634,31.4741,30.7014,31.0686,3767879.2968309
2011-02-07,31.0759,31.3634,30.8038,31.1431,2916811.3229256
2011-02-08,31.2881,31.3489,30.9581,31.1358,3410889.835682
2011-02-09,31.1358,31.2881,31.0034,31.2881,2827683.040865
2011-02-10,31.1431,31.2528,30.7893,30.8845,5519804.1622426
2011-02-11,30.9063,31.2528,30.812,31.0387,2729410.7106666
2011-02-14,31.2083,31.2382,30.5825,30.6633,4301275.1215974
2011-02-15,30.656,31.1431,30.4728,30.9952,3078942.0334332
2011-02-16,30.9952,31.1195,30.6633,30.8474,3800384.6072257
2011-02-17,30.9362,31.0387,30.1844,30.1844,3949581.5561685
2011-02-18,30.2144,30.9516,29.964,30.9217,4275243.3077198
2011-02-21,30.8845,30.9581,30.5544,30.5544,1946373.4404944
2011-02-22,30.237,30.6052,30.1119,30.1119,2097184.6287322
2011-02-23,30.0747,30.5825,30.0747,30.2896,1920165.2070217
2011-02-24,30.1844,30.3613,29.9495,30.1191,2247005.6619927
2011-02-25,30.325,30.6496,30.1925,30.3331,1928915.618938
2011-02-28,30.3331,31.0315,30.1844,30.9145,3560006.2931845
2011-03-01,31.0623,31.1131,30.2225,30.3105,2422988.6185821
2011-03-02,30.237,30.7304,30.0094,30.626,1496414.1606019
2011-03-03,30.7376,31.952,30.6496,31.9157,6703139.6989127
2011-03-04,31.7316,32.4608,31.3925,32.0182,5603504.2338868
2011-03-07,32.1361,32.6739,31.7679,31.9157,4957830.5683168
2011-03-08,32.5424,32.6304,31.9157,32.371,3689300.9065566
2011-03-09,32.3936,32.7175,32.0327,32.3429,3506589.7476595
2011-03-10,32.0245,32.5342,31.952,32.1579,2118142.1740061
2011-03-11,31.8786,31.9738,31.1276,31.1431,4621886.8622394
2011-03-14,31.0686,31.5847,30.8556,30.9952,3794778.8745918
2011-03-15,30.812,31.2881,30.5164,31.2881,7215827.1710834
2011-03-16,31.3271,31.4596,30.9653,31.0315,2536901.6485074
2011-03-17,31.0686,31.4958,30.8256,30.9653,2228255.5669023
2011-03-18,31.1503,31.6572,31.0034,31.6572,5136388.148372
2011-03-21,31.7398,31.8414,31.3634,31.6065,2135473.1939785
2011-03-22,31.6355,31.8051,31.1431,31.3997,2732183.8061769
2011-03-23,31.1566,31.5992,30.9653,31.2165,1883394.9529156
2011-03-24,31.3271,31.6572,30.8628,31.6572,3947933.1355769
2011-03-25,31.6572,32.313,31.5847,32.313,3059234.8620395
2011-03-28,32.0998,32.6522,32.0781,32.5424,2842683.1169373
2011-03-29,32.3275,32.41,31.7896,31.952,4593539.5411762
